Country Name,Country Code,Continent,Year,Birth Rate,Death Rate
Dominican Republic,DOM,North America,2021,18.432,6.678
Grenada,GRD,North America,2018,16.92,7.956
Grenada,GRD,North America,2019,16.617,8.008
Grenada,GRD,North America,2020,16.288,8.061
Grenada,GRD,North America,2021,15.961,8.151
Haiti,HTI,North America,2018,24.579,7.998
Haiti,HTI,North America,2019,24.304,7.953
Haiti,HTI,North America,2020,23.936,8.176
Haiti,HTI,North America,2021,23.498,8.676
Jamaica,JAM,North America,2018,12.22,7.318
Jamaica,JAM,North America,2019,11.994,7.477
Jamaica,JAM,North America,2020,11.813,7.583
Jamaica,JAM,North America,2021,11.712,8.797
Puerto Rico,PRI,North America,2018,6.787,9.826
Puerto Rico,PRI,North America,2019,7.903,10.729
Puerto Rico,PRI,North America,2020,8.179,11.199
Puerto Rico,PRI,North America,2021,8.144,10.097
Saint Kitts and Nevis,KNA,North America,2018,12.942,9.83
Saint Kitts and Nevis,KNA,North America,2019,12.693,9.91
Saint Kitts and Nevis,KNA,North America,2020,12.418,10.036
Saint Kitts and Nevis,KNA,North America,2021,12.125,10.181
Saint Lucia,LCA,North America,2018,11.986,7.976
Saint Lucia,LCA,North America,2019,11.834,8.068
Saint Lucia,LCA,North America,2020,11.667,8.205
Saint Lucia,LCA,North America,2021,11.49,10.299
Saint Martin,MAF,North America,2018,17.022,4.176
Saint Martin,MAF,North America,2019,16.483,4.661
Saint Martin,MAF,North America,2020,15.768,4.788
Saint Martin,MAF,North America,2021,15.053,4.911
Saint Vincent and the Grenadines,VCT,North America,2018,13.708,8.906
Saint Vincent and the Grenadines,VCT,North America,2019,13.346,10.1
Saint Vincent and the Grenadines,VCT,North America,2020,13.071,11.038
Saint Vincent and the Grenadines,VCT,North America,2021,12.901,13.425
Trinidad and Tobago,TTO,North America,2018,12.557,7.783
Trinidad and Tobago,TTO,North America,2019,12.359,7.701
Trinidad and Tobago,TTO,North America,2020,11.946,7.9
Trinidad and Tobago,TTO,North America,2021,11.687,9.131
Turks and Caicos Islands,TCA,North America,2018,13.13,7.651
Turks and Caicos Islands,TCA,North America,2019,12.849,8.458
Turks and Caicos Islands,TCA,North America,2020,12.685,8.823
Turks and Caicos Islands,TCA,North America,2021,12.476,9.241
United States Virgin Islands,VIR,North America,2018,12.285,12.788
United States Virgin Islands,VIR,North America,2019,11.994,13.126
United States Virgin Islands,VIR,North America,2020,11.705,13.689
United States Virgin Islands,VIR,North America,2021,11.444,14.231
Belize,BLZ,North America,2018,21.015,4.74
Belize,BLZ,North America,2019,18.886,4.727
Belize,BLZ,North America,2020,17.881,5.244
Belize,BLZ,North America,2021,17.976,6.353
Costa Rica,CRI,North America,2018,13.562,5.276
Costa Rica,CRI,North America,2019,12.847,5.468
Costa Rica,CRI,North America,2020,12.152,5.627
Costa Rica,CRI,North America,2021,11.873,7.192
El Salvador,SLV,North America,2018,16.536,6.938
El Salvador,SLV,North America,2019,16.416,7.451
El Salvador,SLV,North America,2020,16.188,8.442
El Salvador,SLV,North America,2021,16.025,8.661
Guatemala,GTM,North America,2018,23.929,4.995
Guatemala,GTM,North America,2019,22.858,4.892
Guatemala,GTM,North America,2020,21.816,5.337
Guatemala,GTM,North America,2021,21.12,6.504
Honduras,HND,North America,2018,21.895,4.257
Honduras,HND,North America,2019,21.628,4.315
Honduras,HND,North America,2020,21.353,4.945
Honduras,HND,North America,2021,21.071,5.608
Mexico,MEX,North America,2018,16.465,6.856
Mexico,MEX,North America,2019,15.71,6.931
Mexico,MEX,North America,2020,15.565,9.33
Mexico,MEX,North America,2021,14.857,9.406
Nicaragua,NIC,North America,2018,21.704,4.605
Nicaragua,NIC,North America,2019,21.305,4.626
Nicaragua,NIC,North America,2020,20.903,5.703
Nicaragua,NIC,North America,2021,20.507,4.859
Panama,PAN,North America,2018,18.814,5.013
Panama,PAN,North America,2019,18.228,5.12
Panama,PAN,North America,2020,17.919,5.747
Panama,PAN,North America,2021,17.692,6.067
Argentina,ARG,South America,2018,15.187,7.68
Argentina,ARG,South America,2019,14.783,7.6
Argentina,ARG,South America,2020,14.125,8.509
Argentina,ARG,South America,2021,13.902,8.955
Bolivia,BOL,South America,2018,22.634,7.124
Bolivia,BOL,South America,2019,22.323,7.127
Bolivia,BOL,South America,2020,22.056,9.3
Bolivia,BOL,South America,2021,21.836,9.945
Brazil,BRA,South America,2018,14.133,6.516
Brazil,BRA,South America,2019,13.633,6.572
Brazil,BRA,South America,2020,13.078,7.42
Brazil,BRA,South America,2021,12.883,8.326
Chile,CHL,South America,2018,11.94,6.327
Chile,CHL,South America,2019,11.855,6.346
Chile,CHL,South America,2020,11.834,7.221
Chile,CHL,South America,2021,11.788,7.426
Colombia,COL,South America,2018,14.841,5.311
Colombia,COL,South America,2019,14.682,5.411
Colombia,COL,South America,2020,14.435,6.606
Colombia,COL,South America,2021,14.204,7.735
Ecuador,ECU,South America,2018,17.658,4.911
Ecuador,ECU,South America,2019,17.338,4.913
Ecuador,ECU,South America,2020,17.037,7.534
Ecuador,ECU,South America,2021,16.817,6.719
Guyana,GUY,South America,2018,20.77,7.499
Guyana,GUY,South America,2019,20.828,7.444
Guyana,GUY,South America,2020,20.473,8.026
Guyana,GUY,South America,2021,20.298,9.987
Paraguay,PRY,South America,2018,21.664,5.569
Paraguay,PRY,South America,2019,21.281,5.636
Paraguay,PRY,South America,2020,20.946,5.916
Paraguay,PRY,South America,2021,20.627,7.638
Peru,PER,South America,2018,18.092,6.103
Peru,PER,South America,2019,18.042,6.006
Peru,PER,South America,2020,17.833,7.327
Peru,PER,South America,2021,17.622,7.988
Suriname,SUR,South America,2018,18.577,6.753
Suriname,SUR,South America,2019,18.409,7.06
Suriname,SUR,South America,2020,18.279,7.036
Suriname,SUR,South America,2021,18.154,8.667
Uruguay,URY,South America,2018,11.605,9.863
Uruguay,URY,South America,2019,10.822,10.057
Uruguay,URY,South America,2020,10.339,9.432
Uruguay,URY,South America,2021,10.473,12.162
Venezuela,VEN,South America,2018,17.832,6.864
Venezuela,VEN,South America,2019,16.888,7.017
Venezuela,VEN,South America,2020,16.213,7.575
Venezuela,VEN,South America,2021,15.877,8.124
Bermuda,BMU,North America,2018,8.198,9.028
Bermuda,BMU,North America,2019,8.116,9.106
Bermuda,BMU,North America,2020,8.1,9.254
Bermuda,BMU,North America,2021,7.755,10.767
Canada,CAN,North America,2018,10.021,7.702
Canada,CAN,North America,2019,9.737,7.609
Canada,CAN,North America,2020,9.804,8.064
Canada,CAN,North America,2021,9.82,7.81
Greenland,GRL,North America,2018,14.897,8.482
Greenland,GRL,North America,2019,14.756,8.622
Greenland,GRL,North America,2020,14.645,8.677
Greenland,GRL,North America,2021,14.388,8.846
United States of America,USA,North America,2018,11.468,8.387
United States of America,USA,North America,2019,11.258,8.325
United States of America,USA,North America,2020,10.939,9.651
United States of America,USA,North America,2021,11.056,9.743
Australia,AUS,Oceania,2018,12.876,6.381
Australia,AUS,Oceania,2019,12.09,6.616
Australia,AUS,Oceania,2020,11.576,6.35
Australia,AUS,Oceania,2021,11.542,6.422
New Zealand,NZL,Oceania,2018,11.862,6.511
New Zealand,NZL,Oceania,2019,12.851,6.428
New Zealand,NZL,Oceania,2020,12.518,6.359
New Zealand,NZL,Oceania,2021,12.436,6.627
Fiji,FJI,Oceania,2018,20.187,7.832
Fiji,FJI,Oceania,2019,19.962,7.941
Fiji,FJI,Oceania,2020,19.628,8.078
Fiji,FJI,Oceania,2021,19.345,8.859
New Caledonia,NCL,Oceania,2018,15.152,5.054
New Caledonia,NCL,Oceania,2019,14.858,5.022
New Caledonia,NCL,Oceania,2020,14.611,5.008
New Caledonia,NCL,Oceania,2021,14.417,6.063
Papua New Guinea,PNG,Oceania,2018,26.834,6.532
Papua New Guinea,PNG,Oceania,2019,26.37,6.468
Papua New Guinea,PNG,Oceania,2020,25.996,6.402
Papua New Guinea,PNG,Oceania,2021,25.514,6.683
Solomon Islands,SLB,Oceania,2018,31.219,5.052
Solomon Islands,SLB,Oceania,2019,30.762,4.989
Solomon Islands,SLB,Oceania,2020,30.223,5.082
Solomon Islands,SLB,Oceania,2021,29.785,5.028
Vanuatu,VUT,Oceania,2018,30.889,5.739
Vanuatu,VUT,Oceania,2019,30.4,5.663
Vanuatu,VUT,Oceania,2020,29.939,5.487
Vanuatu,VUT,Oceania,2021,29.438,5.395
Guam,GUM,Oceania,2018,17.02,6.21
Guam,GUM,Oceania,2019,16.624,6.304
Guam,GUM,Oceania,2020,16.363,7.178
Guam,GUM,Oceania,2021,16.376,7.337
Kiribati,KIR,Oceania,2018,28.46,6.345
Kiribati,KIR,Oceania,2019,28.064,6.252
Kiribati,KIR,Oceania,2020,27.645,6.242
Kiribati,KIR,Oceania,2021,27.207,6.236
Marshall Islands,MHL,Oceania,2018,21.514,7.187
Marshall Islands,MHL,Oceania,2019,20.744,7.29
Marshall Islands,MHL,Oceania,2020,20.006,7.425
Marshall Islands,MHL,Oceania,2021,19.28,7.556
Micronesia,FSM,Oceania,2018,21.2,5.472
Micronesia,FSM,Oceania,2019,21.059,5.728
Micronesia,FSM,Oceania,2020,20.837,6.065
Micronesia,FSM,Oceania,2021,20.777,6.211
Nauru,NRU,Oceania,2018,29.686,6.566
Nauru,NRU,Oceania,2019,29.124,6.48
Nauru,NRU,Oceania,2020,28.364,6.602
Nauru,NRU,Oceania,2021,27.56,6.633
Palau,PLW,Oceania,2018,15.39,13.041
Palau,PLW,Oceania,2019,15.555,13.01
Palau,PLW,Oceania,2020,15.397,12.873
Palau,PLW,Oceania,2021,15.158,12.652
American Samoa,ASM,Oceania,2018,17.863,6.077
American Samoa,ASM,Oceania,2019,17.34,6.43
American Samoa,ASM,Oceania,2020,17.219,6.602
American Samoa,ASM,Oceania,2021,17.175,6.787
French Polynesia,PYF,Oceania,2018,13.777,3.31
French Polynesia,PYF,Oceania,2019,13.088,3.391
French Polynesia,PYF,Oceania,2020,12.924,3.859
French Polynesia,PYF,Oceania,2021,12.759,5.376
Samoa,WSM,Oceania,2018,28.222,5.297
Samoa,WSM,Oceania,2019,27.895,5.5
Samoa,WSM,Oceania,2020,27.622,5.305
Samoa,WSM,Oceania,2021,27.254,5.343
Tonga,TON,Oceania,2018,23.625,6.888
Tonga,TON,Oceania,2019,23.424,6.909
Tonga,TON,Oceania,2020,23.139,6.946
Tonga,TON,Oceania,2021,23.045,6.97
Tuvalu,TUV,Oceania,2018,23.508,10.107
Tuvalu,TUV,Oceania,2019,23.619,10.161
Tuvalu,TUV,Oceania,2020,23.632,10.188
Tuvalu,TUV,Oceania,2021,23.484,10.159
Burundi,BDI,Africa,2022,34.109,7.311
Comoros,COM,Africa,2022,28.887,8.528
Djibouti,DJI,Africa,2022,21.911,8.962
Eritrea,ERI,Africa,2022,28.426,6.727
Ethiopia,ETH,Africa,2022,31.835,6.497
Kenya,KEN,Africa,2022,27.54,7.83
Madagascar,MDG,Africa,2022,30.595,6.799
Malawi,MWI,Africa,2022,32.611,6.934
Mauritius,MUS,Africa,2022,10.21,9.69
Mozambique,MOZ,Africa,2022,36.121,8.611
Rwanda,RWA,Africa,2022,29.474,5.847
Seychelles,SYC,Africa,2022,15.031,8.85
Somalia,SOM,Africa,2022,43.086,11.012
S. Sudan,SSD,Africa,2022,28.857,10.745
Uganda,UGA,Africa,2022,36.215,5.579
Tanzania,TZA,Africa,2022,35.811,5.959
Zambia,ZMB,Africa,2022,34.127,6.716
Zimbabwe,ZWE,Africa,2022,30.086,8.943
Angola,AGO,Africa,2022,38.2,7.863
Cameroon,CMR,Africa,2022,34.352,8.225
Central African Republic,CAF,Africa,2022,42.344,11.003
Chad,TCD,Africa,2022,43.184,12.157
Congo,COG,Africa,2022,30.175,7.275
Democratic Republic of the Congo,COD,Africa,2022,41.737,9.352
Equatorial Guinea,GNQ,Africa,2022,29.865,8.708
Gabon,GAB,Africa,2022,26.803,7.307
Sao Tome and Principe,STP,Africa,2022,27.974,5.838
Algeria,DZA,Africa,2022,20.572,4.329
Egypt,EGY,Africa,2022,22.107,6.39
Libya,LBY,Africa,2022,17.298,5.954
Morocco,MAR,Africa,2022,17.161,5.766
Sudan,SDN,Africa,2022,33.027,6.677
Tunisia,TUN,Africa,2022,15.6,7.601
Botswana,BWA,Africa,2022,23.036,6.897
Eswatini,SWZ,Africa,2022,23.642,11.883
Namibia,NAM,Africa,2022,26.921,11.457
South Africa,ZAF,Africa,2022,19.31,12.032
Benin,BEN,Africa,2022,36.071,9.323
Burkina Faso,BFA,Africa,2022,34.952,8.662
Cape Verde,CPV,Africa,2022,16.686,5.659
Gambia,GMB,Africa,2022,32.696,7.137
Ghana,GHA,Africa,2022,27.08,7.585
Guinea,GIN,Africa,2022,33.855,9.87
Guinea-Bissau,GNB,Africa,2022,30.611,8.597
Liberia,LBR,Africa,2022,30.996,8.632
Mali,MLI,Africa,2022,41.217,8.951
Mauritania,MRT,Africa,2022,32.953,7.203
Niger,NER,Africa,2022,45.029,7.834
Nigeria,NGA,Africa,2022,36.611,12.431
Senegal,SEN,Africa,2022,32.067,5.548
Sierra Leone,SLE,Africa,2022,30.788,8.909
Togo,TGO,Africa,2022,31.48,8.213
Kazakhstan,KAZ,Asia,2022,20.754,10.184
Kyrgyzstan,KGZ,Asia,2022,23.326,5.978
Tajikistan,TJK,Asia,2022,26.025,4.695
Turkmenistan,TKM,Asia,2022,20.755,6.585
Uzbekistan,UZB,Asia,2022,22.433,5.995
China,CHN,Asia,2022,7.544,7.379
Hong Kong,HKG,Asia,2022,5.606,8.357
Macau,MAC,Asia,2022,10.044,4.256
Taiwan,TWN ,Asia,2022,7.799,7.496
North Korea,PRK,Asia,2022,13.058,9.353
Japan,JPN,Asia,2022,6.576,12.655
Mongolia,MNG,Asia,2022,20.447,5.479
South Korea,KOR,Asia,2022,5.515,6.605
Afghanistan,AFG,Asia,2022,35.143,6.906
Bangladesh,BGD,Asia,2022,17.48,5.296
Bhutan,BTN,Asia,2022,12.332,6.356
India,IND,Asia,2022,16.267,9.074
Iran,IRN,Asia,2022,13.242,6.152
Maldives,MDV,Asia,2022,13.638,2.777
Nepal,NPL,Asia,2022,20.165,6.651
Pakistan,PAK,Asia,2022,27.233,7.021
Sri Lanka,LKA,Asia,2022,13.781,7.287
Brunei,BRN,Asia,2022,13.493,5.431
Cambodia,KHM,Asia,2022,18.969,6.785
Indonesia,IDN,Asia,2022,16.196,9.59
Laos,LAO,Asia,2022,21.46,6.195
Malaysia,MYS,Asia,2022,15.016,5.443
Myanmar,MMR,Asia,2022,16.833,8.749
Philippines,PHL,Asia,2022,21.618,5.568
Singapore,SGP,Asia,2022,7.1,4.991
Thailand,THA,Asia,2022,8.806,7.487
Timor-Leste,TLS,Asia,2022,24.611,6.535
Vietnam,VNM ,Asia,2022,14.689,6.831
Armenia,ARM,Asia,2022,11.7,11.881
Azerbaijan,AZE,Asia,2022,11.941,6.444
Bahrain,BHR,Asia,2022,11.454,2.476
Cyprus,CYP,Europe,2022,10.023,6.971
Georgia,GEO,Asia,2022,13.099,15.197
Iraq,IRQ,Asia,2022,27.035,4.433
Israel,ISR,Asia,2022,19.337,5.482
Jordan,JOR,Asia,2022,21.616,3.957
Kuwait,KWT,Asia,2022,9.727,2.606
Lebanon,LBN,Asia,2022,14.576,8.857
Oman,OMN,Asia,2022,17.706,3.279
Qatar,QAT,Asia,2022,9.091,1.08
Saudi Arabia,SAU,Asia,2022,16.919,2.752
Palestine,PSE,Asia,2022,27.69,3.854
Turkey,TUR,Asia,2022,14.468,5.101
United Arab Emirates,ARE,Asia,2022,9.888,1.865
Yemen,YEM,Asia,2022,29.919,6.824
Belarus,BLR,Europe,2022,9.165,15.49
Bulgaria,BGR,Europe,2022,8.352,22.877
Czech Republic,CZE,Europe,2022,9.688,12.46
Hungary,HUN,Europe,2022,9.46,15.519
Poland,POL,Europe,2022,9.27,12.557
Romania,ROU,Europe,2022,9.988,16.437
Russia,RUS,Europe,2022,9.539,16.339
Slovakia,SVK,Europe,2022,9.825,12.95
Ukraine,UKR,Europe,2022,7.659,21.4
Denmark,DNK,Europe,2022,10.917,9.458
Estonia,EST,Europe,2022,10.118,11.69
Faroe Islands,FRO,Europe,2022,15.084,11.798
Finland,FIN,Europe,2022,8.518,10.151
Iceland,ISL,Europe,2022,12.256,6.728
Ireland,IRL,Europe,2022,11.472,6.601
Isle of Man,IMN,Europe,2022,8.584,10.461
Latvia,LVA,Europe,2022,8.912,15.479
Lithuania,LTU,Europe,2022,9.504,17.496
Norway,NOR,Europe,2022,9.96,7.747
Sweden,SWE,Europe,2022,10.835,8.617
United Kingdom,GBR,Europe,2022,10.039,9.098
Albania,ALB,Europe,2022,10.116,11.194
Andorra,AND,Europe,2022,7.204,6.293
Bosnia and Herzegovina,BIH,Europe,2022,8.278,15.865
Croatia,HRV,Europe,2022,8.415,13.282
Gibraltar,GIB,Europe,2022,10.564,8.511
Greece,GRC,Europe,2022,7.431,12.66
Italy,ITA,Europe,2022,6.903,10.671
Malta,MLT,Europe,2022,9.115,7.287
Montenegro,MNE,Europe,2022,10.934,11.543
North Macedonia,MKD,Europe,2022,9.547,13.795
Portugal,PRT,Europe,2022,7.796,10.983
San Marino,SMR,Europe,2022,5.936,9.617
Serbia,SRB,Europe,2022,9.211,18.96
Slovenia,SVN,Europe,2022,8.89,9.788
Spain,ESP,Europe,2022,7.497,9.077
Austria,AUT,Europe,2022,9.451,9.473
Belgium,BEL,Europe,2022,10.048,9.49
France,FRA,Europe,2022,10.416,9.401
Germany,DEU,Europe,2022,9.139,12.362
Liechtenstein,LIE,Europe,2022,9.202,6.39
Luxembourg,LUX,Europe,2022,10.349,7.042
Monaco,MCO,Europe,2022,8.775,19.42
Netherlands,NLD,Europe,2022,10.336,8.915
Switzerland,CHE,Europe,2022,9.917,7.977
Antigua and Barbuda,ATG,North America,2022,11.984,6.094
Aruba,ABW,North America,2022,7.178,11.084
Bahamas,BHS,North America,2022,11.379,7.298
Barbados,BRB,North America,2022,10.783,9.114
British Virgin Islands,VGB,North America,2022,7.64,6.515
Cayman Islands,CYM,North America,2022,9.767,6.564
Cuba,CUB,North America,2022,8.889,9.852
Dominica,DMA,North America,2022,13.278,8.921
Dominican Republic,DOM,North America,2022,18.111,6.068
Grenada,GRD,North America,2022,15.616,7.942
Haiti,HTI,North America,2022,23.146,8.48
Jamaica,JAM,North America,2022,11.531,8.787
Puerto Rico,PRI,North America,2022,8.033,11.169
Saint Kitts and Nevis,KNA,North America,2022,11.823,10.078
Saint Lucia,LCA,North America,2022,11.316,10.151
Saint Martin,MAF,North America,2022,14.414,5.101
Saint Vincent and the Grenadines,VCT,North America,2022,12.726,14.004
Trinidad and Tobago,TTO,North America,2022,11.382,8.097
Turks and Caicos Islands,TCA,North America,2022,12.27,9.04
United States Virgin Islands,VIR,North America,2022,11.212,14.155
Belize,BLZ,North America,2022,17.763,6.253
Costa Rica,CRI,North America,2022,11.686,7.113
El Salvador,SLV,North America,2022,15.803,8.173
Guatemala,GTM,North America,2022,20.861,6.767
Honduras,HND,North America,2022,20.85,5.404
Mexico,MEX,North America,2022,14.636,6.705
Nicaragua,NIC,North America,2022,20.018,4.655
Panama,PAN,North America,2022,17.4,5.904
Argentina,ARG,South America,2022,13.794,8.589
Bolivia,BOL,South America,2022,21.599,9.062
Brazil,BRA,South America,2022,12.649,8.139
Chile,CHL,South America,2022,11.755,7.199
Colombia,COL,South America,2022,13.921,7.409
Ecuador,ECU,South America,2022,16.583,4.85
Guyana,GUY,South America,2022,19.897,9.762
Paraguay,PRY,South America,2022,20.328,7.437
Peru,PER,South America,2022,17.376,7.505
Suriname,SUR,South America,2022,17.983,8.637
Uruguay,URY,South America,2022,10.419,9.879
Venezuela,VEN,South America,2022,15.573,8.1
Bermuda,BMU,North America,2022,7.503,9.173
Canada,CAN,North America,2022,9.814,7.77
Greenland,GRL,North America,2022,14.092,8.945
United States of America,USA,North America,2022,11.033,9.31
Australia,AUS,Oceania,2022,11.5,6.816
New Zealand,NZL,Oceania,2022,12.378,6.545
Fiji,FJI,Oceania,2022,19.131,8.235
New Caledonia,NCL,Oceania,2022,14.135,5.266
Papua New Guinea,PNG,Oceania,2022,25.112,6.459
Solomon Islands,SLB,Oceania,2022,29.322,4.888
Vanuatu,VUT,Oceania,2022,28.968,5.312
Guam,GUM,Oceania,2022,16.374,6.55
Kiribati,KIR,Oceania,2022,26.723,6.182
Marshall Islands,MHL,Oceania,2022,18.524,7.919
Micronesia,FSM,Oceania,2022,20.684,6.275
Nauru,NRU,Oceania,2022,26.785,6.582
Palau,PLW,Oceania,2022,14.934,13.422
American Samoa,ASM,Oceania,2022,17.12,6.967
French Polynesia,PYF,Oceania,2022,12.55,3.64
Samoa,WSM,Oceania,2022,26.997,5.45
Tonga,TON,Oceania,2022,22.894,6.885
Tuvalu,TUV,Oceania,2022,23.318,10.103
